event_id,time,price,quantity,side
11324448763,1633060970528,3177.89,0.061,a
11324418326,1633060904526,3170.0,189.701,a
11324428511,1633060927526,3160.0,912.9695,a
11324433844,1633060939528,3156.0,8.103,a
11324280098,1633060543508,3154.94,0.0286,a
11324402343,1633060871525,3150.0,1631.3058,a
11324362557,1633060796521,3145.0,74.8688,a
11324375247,1633060829521,3140.0,153.0304,a
11324326884,1633060696514,3115.0,21.2564,a
11324295201,1633060578510,3110.17,0.013,a
11324338963,1633060749517,3104.0,0.9136,a
11324430724,1633060933526,3100.0,1319.6539,a
11324317153,1633060662514,3099.0,79.7191,a
11324416242,1633060901524,3093.0,0.1438,a
11324317675,1633060666513,3089.0,19.9226,a
11324448622,1633060969528,3088.06,0.1537,a
11324282645,1633060549507,3088.0,83.4759,a
11324288688,1633060561509,3087.3,0.049,a
11324368132,1633060810521,3084.37,0.066,a
11324367273,1633060808521,3081.9,0.0642,a
11324420816,1633060912525,3078.0,17.4132,a
11324287132,1633060558509,3075.2,0.83,a
11324301654,1633060608510,3075.0,162.5867,a
11324392288,1633060856522,3070.0,25.3205,a
11324451729,1633060978529,3069.21,0.173,a
11324426882,1633060922527,3065.92,0.0084,a
11324316414,1633060658512,3065.0,16.2146,a
11324358911,1633060786519,3061.73,0.2259,a
11324420112,1633060910525,3061.0,11.1806,a
11324449913,1633060972528,3060.23,0.007,a
11324369187,1633060813521,3060.0,46.7328,a
11324399516,1633060866523,3055.9,0.0112,a
11324430724,1633060933526,3055.0,83.2995,a
11324457445,1633060985529,3052.91,0.0199,a
11324453347,1633060981531,3051.44,0.2245,a
11324421391,1633060913526,3051.36,0.1635,a
11324394254,1633060858522,3051.21,0.0344,a
11324299672,1633060596509,3050.5,1.9062,a
11324389710,1633060852523,3050.07,0.0165,a
11324465030,1633060996528,3050.0,507.5847,a
11324272333,1633060520506,3049.74,3.0333,a
11324333808,1633060716516,3049.06,0.03,a
11324465030,1633060996528,3049.0,49.6478,a
11324368132,1633060810521,3048.95,0.1739,a
11324272732,1633060523506,3047.7,1.06,a
11324397891,1633060863524,3047.24,0.0144,a
11324452148,1633060980528,3047.13,0.0112,a
11324333808,1633060716516,3046.89,0.175,a
11324272333,1633060520506,3046.0,4.4489,a
11324433020,1633060938528,3045.15,0.005,a
11324409877,1633060890525,3045.0,158.9255,a
11324426346,1633060921527,3043.82,0.0125,a
11324451932,1633060979528,3042.81,0.0126,a
11324404000,1633060873524,3042.6,0.005,a
11324394254,1633060858522,3042.57,1.4111,a
11324370137,1633060816521,3042.39,0.035,a
11324269728,1633060511506,3042.34,0.2,a
11324334125,1633060717515,3042.21,0.3174,a
11324371782,1633060820522,3041.59,0.0826,a
11324457445,1633060985529,3041.57,8.3607,a
11324311729,1633060636513,3040.0,65.0708,a
11324448622,1633060969528,3038.99,0.0128,a
11324441555,1633060953527,3038.88,1.0085,a
11324276615,1633060534507,3038.75,0.0073,a
11324379348,1633060834521,3038.59,0.0582,a
11324397009,1633060862524,3038.58,0.0202,a
11324451729,1633060978529,3038.5,0.0248,a
11324394254,1633060858522,3038.26,0.0353,a
11324450617,1633060974528,3037.62,15.9256,a
11324388578,1633060851525,3037.58,0.0095,a
11324411468,1633060892525,3037.5,2.1642,a
11324389710,1633060852523,3037.33,0.0773,a
11324389710,1633060852523,3037.15,0.634,a
11324422347,1633060915526,3037.06,0.009,a
11324446727,1633060961527,3036.95,0.0068,a
11324398658,1633060864524,3036.65,0.0366,a
11324450889,1633060975528,3036.61,0.2895,a
11324386680,1633060850523,3036.2,0.0075,a
11324433844,1633060939528,3036.0,8.1239,a
11324331146,1633060704516,3035.48,0.0299,a
11324432566,1633060937527,3035.3,0.3722,a
11324359093,1633060788519,3035.0,87.1151,a
11324434488,1633060940527,3034.99,0.0165,a
11324296636,1633060581512,3034.97,2.05,a
11324379348,1633060834521,3034.96,0.0068,a
11324371072,1633060818522,3034.81,0.0077,a
11324371072,1633060818522,3034.6,7.8589,a
11324451504,1633060977529,3034.18,0.0168,a
11324291780,1633060566508,3033.75,0.0264,a
11324319453,1633060675514,3033.1,0.64,a
11324323823,1633060693516,3033.0,1.5959,a
11324457043,1633060984530,3032.99,7.5687,a
11324361547,1633060792520,3032.96,4.0075,a
11324338501,1633060745517,3031.73,0.4384,a
11324294098,1633060572508,3031.03,5.4197,a
11324303679,1633060616512,3031.01,5.6172,a
11324406682,1633060883524,3031.0,0.0036,a
11324268747,1633060507505,3030.35,1.7887,a
11324441555,1633060953527,3030.0,276.0577,a
11324460259,1633060989528,3029.99,0.0117,a
11324315097,1633060654513,3029.9,0.05,a
11324446727,1633060961527,3029.89,5.1794,a
11324451349,1633060976528,3029.87,0.0435,a
11324457043,1633060984530,3029.65,0.0072,a
11324378873,1633060833521,3029.5,0.3257,a
11324291095,1633060565508,3029.47,0.1661,a
11324315892,1633060657513,3029.22,0.0669,a
11324408034,1633060885525,3029.0,4.7803,a
11324378188,1633060832523,3028.61,0.0246,a
11324344921,1633060760520,3028.48,0.0102,a
11324363935,1633060800520,3028.06,0.0067,a
11324464471,1633060994530,3028.0,4.5525,a
11324449913,1633060972528,3027.71,6.8955,a
11324394835,1633060859525,3027.5,0.0127,a
11324384429,1633060845523,3027.02,0.0635,a
11324374768,1633060828521,3027.0,20.2719,a
11324464471,1633060994530,3026.79,0.066,a
11324447904,1633060965528,3026.63,0.634,a
11324377077,1633060831524,3026.52,4.9912,a
11324275676,1633060533508,3026.51,0.0046,a
11324459182,1633060987531,3026.48,4.0097,a
11324334125,1633060717515,3026.44,0.0264,a
11324447636,1633060964527,3026.13,0.016,a
11324347777,1633060763518,3026.1,0.634,a
11324450389,1633060973528,3025.85,0.0302,a
11324450889,1633060975528,3025.55,0.0253,a
11324394254,1633060858522,3025.31,0.0048,a
11324390071,1633060853523,3025.28,2.0761,a
11324462753,1633060992530,3025.0,38.0306,a
11324280502,1633060544507,3024.99,0.022,a
11324391102,1633060854523,3024.91,0.0372,a
11324459182,1633060987531,3024.68,0.1662,a
11324457043,1633060984530,3024.65,0.1656,a
11324276615,1633060534507,3024.01,0.019,a
11324406507,1633060882524,3023.61,0.0188,a
11324391428,1633060855522,3023.46,25.9333,a
11324386422,1633060849524,3023.37,25.9399,a
11324386422,1633060849524,3023.28,25.9828,a
11324305477,1633060618511,3023.27,0.0923,a
11324383812,1633060844524,3023.21,10.0398,a
11324383812,1633060844524,3022.56,0.0066,a
11324334125,1633060717515,3022.45,0.0149,a
11324358659,1633060784519,3022.32,6.6717,a
11324418326,1633060904526,3022.2,0.0066,a
11324415385,1633060900525,3022.12,25.9333,a
11324383130,1633060843522,3022.02,25.9333,a
11324297288,1633060583509,3022.0,1.212,a
11324278184,1633060536507,3021.97,0.0188,a
11324435144,1633060941527,3021.8,0.0721,a
11324389710,1633060852523,3021.61,0.6937,a
11324317433,1633060664513,3021.55,0.0098,a
11324445044,1633060957530,3021.35,0.0094,a
11324438527,1633060947527,3021.28,7.2285,a
11324450617,1633060974528,3021.23,0.0339,a
11324379610,1633060835523,3021.01,15.9569,a
11324423252,1633060917526,3021.0,1.7495,a
11324426346,1633060921527,3020.98,25.9333,a
11324372150,1633060821521,3020.89,0.0483,a
11324422347,1633060915526,3020.85,0.01,a
11324431037,1633060934526,3020.8,0.0278,a
11324433844,1633060939528,3020.76,0.0133,a
11324404000,1633060873524,3020.61,0.0504,a
11324395469,1633060860523,3020.59,0.019,a
11324422748,1633060916525,3020.51,0.0034,a
11324383130,1633060843522,3020.49,0.019,a
11324356221,1633060778519,3020.3,0.2564,a
11324445044,1633060957530,3020.23,0.3658,a
11324468274,1633061002529,3020.0,668.2887,a
11324300324,1633060599510,3019.96,0.0047,a
11324291780,1633060566508,3019.74,26.0,a
11324431982,1633060935528,3019.73,0.089,a
11324422347,1633060915526,3019.63,25.9333,a
11324377077,1633060831524,3019.62,0.0552,a
11324426346,1633060921527,3019.6,0.019,a
11324386422,1633060849524,3019.51,0.0084,a
11324457043,1633060984530,3019.43,6.6588,a
11324421828,1633060914525,3019.34,270.4528,a
11324466164,1633060998529,3019.33,7.8787,a
11324374768,1633060828521,3019.29,25.9333,a
11324401632,1633060870524,3019.24,0.019,a
11324389710,1633060852523,3019.19,2.8209,a
11324445044,1633060957530,3019.14,0.7301,a
11324377077,1633060831524,3019.0,1.8655,a
11324389710,1633060852523,3018.97,10.001,a
11324389710,1633060852523,3018.95,0.0067,a
11324464471,1633060994530,3018.93,5.0046,a
11324432245,1633060936527,3018.78,5.7084,a
11324379610,1633060835523,3018.77,0.6996,a
11324395469,1633060860523,3018.68,0.0036,a
11324315892,1633060657513,3018.67,0.2661,a
11324431982,1633060935528,3018.5,30.6839,a
11324432245,1633060936527,3018.49,25.9333,a
11324388578,1633060851525,3018.48,5.9896,a
11324395469,1633060860523,3018.45,0.7254,a
11324401632,1633060870524,3018.41,0.0071,a
11324388578,1633060851525,3018.38,0.0091,a
11324388578,1633060851525,3018.37,3.1879,a
11324388578,1633060851525,3018.34,2.0,a
11324437480,1633060944526,3018.3,0.2617,a
11324392288,1633060856522,3018.29,0.0281,a
11324293896,1633060571510,3018.18,0.0132,a
11324421828,1633060914525,3018.13,0.019,a
11324409991,1633060891524,3018.08,0.1735,a
11324305477,1633060618511,3018.07,51.8666,a
11324366583,1633060805520,3018.05,25.9333,a
11324412270,1633060893524,3018.0,3.6232,a
11324393285,1633060857523,3017.99,2.0,a
11324439684,1633060948527,3017.92,5.3826,a
11324385845,1633060848523,3017.75,0.45,a
11324384429,1633060845523,3017.74,0.1721,a
11324445044,1633060957530,3017.62,0.651,a
11324388578,1633060851525,3017.59,14.1454,a
11324291095,1633060565508,3017.57,0.019,a
11324383130,1633060843522,3017.56,0.0066,a
11324437833,1633060945527,3017.55,0.0043,a
11324426346,1633060921527,3017.54,0.016,a
11324388578,1633060851525,3017.51,2.103,a
11324447904,1633060965528,3017.5,102.8567,a
11324385845,1633060848523,3017.44,6.002,a
11324448092,1633060966529,3017.41,0.0334,a
11324451729,1633060978529,3017.4,0.0211,a
11324390071,1633060853523,3017.36,1.0,a
11324388578,1633060851525,3017.33,3.05,a
11324438527,1633060947527,3017.3,0.008,a
11324422347,1633060915526,3017.28,0.0183,a
11324386422,1633060849524,3017.26,3.6022,a
11324331990,1633060707516,3017.24,15.9925,a
11324390071,1633060853523,3017.21,1.0,a
11324323823,1633060693516,3017.2,0.0335,a
11324397009,1633060862524,3017.16,0.0162,a
11324448622,1633060969528,3017.06,10.03,a
11324388578,1633060851525,3017.03,0.9,a
11324416242,1633060901524,3017.01,0.1493,a
11324445489,1633060958528,3017.0,0.5911,a
11324388578,1633060851525,3016.99,0.3,a
11324389710,1633060852523,3016.98,16.5988,a
11324293896,1633060571510,3016.94,25.9333,a
11324382506,1633060842522,3016.91,5.7096,a
11324289841,1633060563509,3016.88,10.03,a
11324392288,1633060856522,3016.86,2.02,a
11324435144,1633060941527,3016.82,0.004,a
11324287132,1633060558509,3016.81,24.0,a
11324397009,1633060862524,3016.79,0.45,a
11324378873,1633060833521,3016.77,5.5464,a
11324388578,1633060851525,3016.76,2.1334,a
11324268297,1633060506505,3016.74,0.0118,a
11324388578,1633060851525,3016.73,7.3137,a
11324388578,1633060851525,3016.72,2.0,a
11324268747,1633060507505,3016.71,0.0083,a
11324386422,1633060849524,3016.68,0.1988,a
11324391102,1633060854523,3016.67,4.1626,a
11324418326,1633060904526,3016.66,1.2721,a
11324392288,1633060856522,3016.63,2.0,a
11324388578,1633060851525,3016.62,0.0313,a
11324391102,1633060854523,3016.53,2.0,a
11324391428,1633060855522,3016.51,2.02,a
11324385845,1633060848523,3016.5,14.1454,a
11324385845,1633060848523,3016.48,14.1454,a
11324391428,1633060855522,3016.46,1.55,a
11324268920,1633060508506,3016.41,5.722,a
11324320376,1633060682514,3016.4,0.0073,a
11324433020,1633060938528,3016.38,0.0155,a
11324393285,1633060857523,3016.37,16.5988,a
11324401632,1633060870524,3016.36,0.0099,a
11324444178,1633060956529,3016.33,2.2526,a
11324365534,1633060803520,3016.29,0.019,a
11324315892,1633060657513,3016.2,0.0278,a
11324414275,1633060899525,3016.19,2.02,a
11324415385,1633060900525,3016.16,0.694,a
11324414275,1633060899525,3016.15,2.0,a
11324413670,1633060897525,3016.12,0.0668,a
11324459742,1633060988528,3016.1,0.0495,a
11324416242,1633060901524,3016.05,2.0,a
11324396083,1633060861524,3016.04,3.6022,a
11324413866,1633060898525,3016.0,1.5172,a
11324436267,1633060942526,3015.92,0.7819,a
11324445044,1633060957530,3015.89,0.151,a
11324411468,1633060892525,3015.88,26.5988,a
11324408366,1633060886524,3015.87,0.0068,a
11324408366,1633060886524,3015.85,2.02,a
11324414275,1633060899525,3015.83,1.0,a
11324388578,1633060851525,3015.82,2.0115,a
11324386680,1633060850523,3015.81,16.5988,a
11324408582,1633060887524,3015.78,0.0035,a
11324399304,1633060865524,3015.76,0.0127,a
11324391428,1633060855522,3015.72,16.5988,a
11324448763,1633060970528,3015.7,0.0243,a
11324452148,1633060980528,3015.69,0.0166,a
11324416242,1633060901524,3015.68,8.0066,a
11324344921,1633060760520,3015.65,0.0953,a
11324413160,1633060895525,3015.64,2.0,a
11324406067,1633060880524,3015.63,2.0,a
11324394254,1633060858522,3015.55,2.0987,a
11324447636,1633060964527,3015.5,0.0465,a
11324385092,1633060847522,3015.49,1.0,a
11324361274,1633060791522,3015.47,0.0067,a
11324399304,1633060865524,3015.46,0.7293,a
11324399516,1633060866523,3015.42,2.0,a
11324400216,1633060868524,3015.41,0.1235,a
11324343304,1633060759519,3015.4,25.9333,a
11324407339,1633060884525,3015.39,0.0171,a
11324388578,1633060851525,3015.38,5.02,a
11324329648,1633060699514,3015.35,0.019,a
11324385092,1633060847522,3015.34,1.0,a
11324401632,1633060870524,3015.33,14.1454,a
11324384910,1633060846523,3015.32,2.1252,a
11324384429,1633060845523,3015.31,2.0267,a
11324415385,1633060900525,3015.3,14.1898,a
11324404420,1633060874523,3015.24,2.0796,a
11324388578,1633060851525,3015.23,7.8953,a
11324385845,1633060848523,3015.22,1.0553,a
11324467578,1633061001529,3015.2,0.1545,a
11324445489,1633060958528,3015.16,26.0,a
11324412738,1633060894525,3015.15,2.02,a
11324397891,1633060863524,3015.13,2.0,a
11324419722,1633060909525,3015.11,0.1987,a
11324291095,1633060565508,3015.09,4.9892,a
11324388578,1633060851525,3015.08,0.3,a
11324392288,1633060856522,3015.07,1.4844,a
11324391102,1633060854523,3015.04,3.0606,a
11324431982,1633060935528,3015.02,0.3,a
11324394254,1633060858522,3015.01,2.0085,a
11324431982,1633060935528,3015.0,29.4658,a
11324388578,1633060851525,3014.99,2.25,a
11324452148,1633060980528,3014.98,6.0376,a
11324388578,1633060851525,3014.97,1.5,a
11324418611,1633060905525,3014.91,0.0082,a
11324392288,1633060856522,3014.89,0.0036,a
11324385092,1633060847522,3014.87,18.5988,a
11324407339,1633060884525,3014.85,16.5988,a
11324411468,1633060892525,3014.84,2.0866,a
11324418611,1633060905525,3014.82,0.1721,a
11324405713,1633060878524,3014.77,2.0,a
11324448466,1633060968527,3014.7,0.0279,a
11324391102,1633060854523,3014.69,0.0708,a
11324445044,1633060957530,3014.57,28.0186,a
11324383812,1633060844524,3014.55,2.236,a
11324378188,1633060832523,3014.54,3.0,a
11324413402,1633060896525,3014.51,3.5,a
11324455850,1633060983531,3014.49,25.9333,a
11324421391,1633060913526,3014.48,0.3473,a
11324416242,1633060901524,3014.47,6.002,a
11324284582,1633060554508,3014.46,0.019,a
11324385845,1633060848523,3014.45,0.0067,a
11324391428,1633060855522,3014.44,3.2,a
11324279755,1633060540508,3014.41,25.9333,a
11324467578,1633061001529,3014.4,0.0244,a
11324294871,1633060576510,3014.38,5.4115,a
11324413670,1633060897525,3014.37,0.0995,a
11324402878,1633060872524,3014.33,0.2106,a
11324397009,1633060862524,3014.32,6.9999,a
11324395469,1633060860523,3014.29,2.0001,a
11324388578,1633060851525,3014.28,0.6431,a
11324397009,1633060862524,3014.27,4.1937,a
11324429744,1633060929526,3014.26,0.0414,a
11324419408,1633060908526,3014.24,0.1111,a
11324383130,1633060843522,3014.22,0.0098,a
11324281290,1633060545508,3014.21,2.008,a
11324385845,1633060848523,3014.17,0.0447,a
11324409877,1633060890525,3014.14,0.3,a
11324426346,1633060921527,3014.13,14.1454,a
11324426882,1633060922527,3014.1,0.0217,a
11324434488,1633060940527,3014.09,0.3066,a
11324378873,1633060833521,3014.08,0.0176,a
11324301654,1633060608510,3014.07,0.0072,a
11324408034,1633060885525,3014.05,12.0,a
11324385845,1633060848523,3014.02,2.2,a
11324416242,1633060901524,3014.0,0.3036,a
11324389710,1633060852523,3013.99,0.4977,a
11324427241,1633060923525,3013.98,0.0151,a
11324396083,1633060861524,3013.96,0.3,a
11324388578,1633060851525,3013.95,4.693,a
11324394835,1633060859525,3013.94,12.0,a
11324377077,1633060831524,3013.92,2.0,a
11324416242,1633060901524,3013.88,0.2111,a
11324413402,1633060896525,3013.87,1.943,a
11324433020,1633060938528,3013.85,0.0382,a
11324381595,1633060840522,3013.84,7.1647,a
11324402878,1633060872524,3013.82,0.0637,a
11324427951,1633060925526,3013.81,1.0,a
11324397009,1633060862524,3013.78,33.2345,a
11324390071,1633060853523,3013.75,0.0784,a
11324394254,1633060858522,3013.72,0.0423,a
11324397891,1633060863524,3013.7,2.1,a
11324416242,1633060901524,3013.68,1.7456,a
11324416242,1633060901524,3013.67,3.0,a
11324445044,1633060957530,3013.66,24.0,a
11324426346,1633060921527,3013.65,3.0,a
11324422347,1633060915526,3013.63,11.4705,a
11324426346,1633060921527,3013.58,2.1132,a
11324416242,1633060901524,3013.56,0.0432,a
11324422748,1633060916525,3013.55,0.0036,a
11324380223,1633060837522,3013.52,16.6095,a
11324393285,1633060857523,3013.47,0.01,a
11324418326,1633060904526,3013.46,0.73,a
11324388578,1633060851525,3013.44,9.2355,a
11324427241,1633060923525,3013.42,1.0,a
11324422748,1633060916525,3013.41,0.3811,a
11324415385,1633060900525,3013.4,2.1,a
11324430175,1633060931526,3013.39,0.0217,a
11324420532,1633060911525,3013.37,2.0,a
11324432245,1633060936527,3013.36,0.1721,a
11324457043,1633060984530,3013.34,0.0213,a
11324314642,1633060651512,3013.33,8.0,a
11324392288,1633060856522,3013.32,5.065,a
11324443098,1633060955528,3013.3,0.0212,a
11324395469,1633060860523,3013.29,3.0,a
11324377077,1633060831524,3013.28,2.019,a
11324412738,1633060894525,3013.23,6.0,a
11324458454,1633060986531,3013.22,15.9502,a
11324419200,1633060907526,3013.2,0.0193,a
11324409144,1633060888524,3013.19,2.7899,a
11324396083,1633060861524,3013.17,0.0563,a
11324391102,1633060854523,3013.16,0.0066,a
11324418611,1633060905525,3013.15,2.0,a
11324431982,1633060935528,3013.12,0.0187,a
11324401632,1633060870524,3013.11,0.5,a
11324416242,1633060901524,3013.1,2.5,a
11324426346,1633060921527,3013.08,0.3,a
11324398658,1633060864524,3013.07,33.2423,a
11324429744,1633060929526,3013.04,16.2215,a
11324420532,1633060911525,3013.02,2.0,a
11324384910,1633060846523,3013.01,0.0077,a
11324418611,1633060905525,3013.0,0.5342,a
11324406507,1633060882524,3012.99,1.352,a
11324388578,1633060851525,3012.98,3.7069,a
11324459182,1633060987531,3012.97,0.0149,a
11324428273,1633060926527,3012.92,0.0068,a
11324386680,1633060850523,3012.91,1.2589,a
11324421391,1633060913526,3012.89,16.6896,a
11324395469,1633060860523,3012.88,0.0376,a
11324416242,1633060901524,3012.86,0.0996,a
11324384429,1633060845523,3012.84,2.6032,a
11324391428,1633060855522,3012.82,3.3226,a
11324402343,1633060871525,3012.8,2.0,a
11324388578,1633060851525,3012.79,6.0,a
11324388578,1633060851525,3012.77,7.2957,a
11324389710,1633060852523,3012.73,0.205,a
11324421828,1633060914525,3012.71,0.0067,a
11324291095,1633060565508,3012.7,6.002,a
11324421828,1633060914525,3012.69,0.7888,a
11324401632,1633060870524,3012.68,0.0067,a
11324418611,1633060905525,3012.66,16.5988,a
11324407339,1633060884525,3012.65,0.0048,a
11324388578,1633060851525,3012.64,4.215,a
11324415385,1633060900525,3012.63,2.023,a
11324394835,1633060859525,3012.62,2.25,a
11324443098,1633060955528,3012.61,0.0247,a
11324404000,1633060873524,3012.6,33.2449,a
11324291095,1633060565508,3012.59,3.6022,a
11324432245,1633060936527,3012.57,0.2091,a
11324437480,1633060944526,3012.56,0.0072,a
11324374337,1633060827522,3012.55,2.0,a
11324388578,1633060851525,3012.52,1.6,a
11324422347,1633060915526,3012.5,9.1648,a
11324422748,1633060916525,3012.36,4.0,a
11324424125,1633060919526,3012.34,4.4,a
11324419200,1633060907526,3012.33,1.5416,a
11324445044,1633060957530,3012.31,21.6788,a
11324401632,1633060870524,3012.3,0.0034,a
11324423252,1633060917526,3012.29,3.1056,a
11324386422,1633060849524,3012.28,9.2402,a
11324388578,1633060851525,3012.25,0.41,a
11324422748,1633060916525,3012.24,0.005,a
11324386680,1633060850523,3012.23,0.1644,a
11324386680,1633060850523,3012.22,9.1795,a
11324391428,1633060855522,3012.2,0.498,a
11324395469,1633060860523,3012.19,3.1836,a
11324425012,1633060920526,3012.18,0.2424,a
11324391102,1633060854523,3012.17,0.0099,a
11324425012,1633060920526,3012.16,0.015,a
11324457043,1633060984530,3012.15,0.1617,a
11324390071,1633060853523,3012.11,2.123,a
11324291780,1633060566508,3012.1,1.0,a
11324457043,1633060984530,3012.07,0.0341,a
11324414275,1633060899525,3012.06,0.1032,a
11324457043,1633060984530,3012.05,0.0038,a
11324444178,1633060956529,3012.03,0.0103,a
11324431982,1633060935528,3012.02,3.3,a
11324386422,1633060849524,3012.01,2.4229,a
11324438527,1633060947527,3012.0,8.8644,a
11324414275,1633060899525,3011.99,5.2026,a
11324431982,1633060935528,3011.97,0.0246,a
11324395469,1633060860523,3011.96,1.5,a
11324431982,1633060935528,3011.95,14.1491,a
11324432245,1633060936527,3011.94,14.1454,a
11324386422,1633060849524,3011.93,1.5724,a
11324419028,1633060906525,3011.91,0.3,a
11324434488,1633060940527,3011.9,0.0348,a
11324464471,1633060994530,3011.89,51.8666,a
11324388578,1633060851525,3011.88,10.0,a
11324388578,1633060851525,3011.87,4.7977,a
11324414275,1633060899525,3011.83,0.1735,a
11324430527,1633060932527,3011.82,19.5808,a
11324423424,1633060918526,3011.81,16.5988,a
11324435144,1633060941527,3011.8,0.3268,a
11324436267,1633060942526,3011.78,6.407,a
11324391102,1633060854523,3011.77,1.6733,a
11324432245,1633060936527,3011.76,1.5827,a
11324408582,1633060887524,3011.74,0.0059,a
11324423424,1633060918526,3011.7,0.2081,a
11324389710,1633060852523,3011.69,3.1306,a
11324393285,1633060857523,3011.68,3.3,a
11324426346,1633060921527,3011.67,2.0952,a
11324457043,1633060984530,3011.66,0.019,a
11324459182,1633060987531,3011.65,25.9333,a
11324411468,1633060892525,3011.63,3.5,a
11324432245,1633060936527,3011.61,0.0043,a
11324431037,1633060934526,3011.6,0.0068,a
11324400216,1633060868524,3011.59,0.0066,a
11324431982,1633060935528,3011.58,0.0146,a
11324415385,1633060900525,3011.57,5.6582,a
11324395469,1633060860523,3011.54,9.1795,a
11324415385,1633060900525,3011.51,5.6582,a
11324391102,1633060854523,3011.5,7.8754,a
11324445044,1633060957530,3011.48,0.007,a
11324417916,1633060903524,3011.47,0.0037,a
11324420532,1633060911525,3011.42,3.0,a
11324395469,1633060860523,3011.41,0.0074,a
11324409144,1633060888524,3011.39,1.5615,a
11324443098,1633060955528,3011.38,0.0067,a
11324411468,1633060892525,3011.37,0.0036,a
11324393285,1633060857523,3011.35,0.6646,a
11324420532,1633060911525,3011.33,3.2,a
11324432245,1633060936527,3011.32,2.0,a
11324422347,1633060915526,3011.31,2.0,a
11324434488,1633060940527,3011.29,0.1445,a
11324397891,1633060863524,3011.27,9.4596,a
11324411468,1633060892525,3011.25,0.7256,a
11324460958,1633060990530,3011.24,5.3858,a
11324423252,1633060917526,3011.23,3.0592,a
11324411468,1633060892525,3011.22,7.8006,a
11324388578,1633060851525,3011.21,2.6021,a
11324393285,1633060857523,3011.2,0.0048,a
11324392288,1633060856522,3011.19,0.0099,a
11324429744,1633060929526,3011.14,0.0168,a
11324415385,1633060900525,3011.11,9.1795,a
11324404000,1633060873524,3011.09,3.0,a
11324394254,1633060858522,3011.07,5.0,a
11324390071,1633060853523,3011.06,0.83,a
11324404000,1633060873524,3011.05,3.0084,a
11324404000,1633060873524,3011.04,10.2329,a
11324421828,1633060914525,3011.03,12.0,a
11324435144,1633060941527,3011.02,0.0036,a
11324423252,1633060917526,3011.0,0.3,a
11324424125,1633060919526,3010.99,2.0001,a
11324430527,1633060932527,3010.98,2.0001,a
11324421828,1633060914525,3010.96,0.172,a
11324414275,1633060899525,3010.95,1.5,a
11324431982,1633060935528,3010.9,2.0,a
11324434488,1633060940527,3010.88,14.1454,a
11324434488,1633060940527,3010.86,14.1454,a
11324408034,1633060885525,3010.85,2.3444,a
11324433844,1633060939528,3010.83,0.0884,a
11324413866,1633060898525,3010.79,0.6669,a
11324412270,1633060893524,3010.78,7.1747,a
11324443098,1633060955528,3010.72,0.765,a
11324411468,1633060892525,3010.71,7.7302,a
11324426346,1633060921527,3010.66,5.891,a
11324433844,1633060939528,3010.63,2.01,a
11324426346,1633060921527,3010.61,33.2692,a
11324413402,1633060896525,3010.6,0.1032,a
11324431982,1633060935528,3010.59,6.9999,a
